0,0,0,0
0,0,1,0
0,0,2,1.03518
0,0,3,1.0185
0,0,4,1.01081
0,0,5,1.01278
0,0,6,1.00533
0,0,7,1.00765
0,0,8,1.00823
0,0,9,1.00672
0,0,10,1.00776
0,0,11,1.00986
0,0,12,1.01408
0,0,13,1.00602
0,0,14,1.01395
0,0,15,1.02234
0,0,16,1.0202
0,0,17,0
0,1,0,0
0,1,1,0
0,1,2,1.03667
0,1,3,1.10129
0,1,4,1.12417
0,1,5,1.02086
0,1,6,1.02803
0,1,7,1.00769
0,1,8,1.01746
0,1,9,1.01779
0,1,10,1.02087
0,1,11,1.01947
0,1,12,1.02069
0,1,13,1.01228
0,1,14,1.00339
0,1,15,1.01412
0,1,16,1.0226
0,1,17,0
0,2,0,0
0,2,1,0
0,2,2,1.028
0,2,3,1.00974
0,2,4,1.00514
0,2,5,1.0061
0,2,6,1.00975
0,2,7,1.0071
0,2,8,1.00534
0,2,9,1.00804
0,2,10,1.00758
0,2,11,1.0148
0,2,12,1.01989
0,2,13,1.01921
0,2,14,1.00262
0,2,15,1.00706
0,2,16,1.00884
0,2,17,0
0,3,0,0
0,3,1,0
0,3,2,1.03356
0,3,3,1.04362
0,3,4,1.03577
0,3,5,1.05331
0,3,6,1.02544
0,3,7,1.01419
0,3,8,1.01597
0,3,9,1.01603
0,3,10,1.03748
0,3,11,1.02356
0,3,12,1.01202
0,3,13,1.01172
0,3,14,1.00656
0,3,15,1.02027
0,3,16,1.01115
0,3,17,0
0,4,0,0
0,4,1,0
0,4,2,1.00651
0,4,3,1.00592
0,4,4,1.00368
0,4,5,1.00728
0,4,6,1.01111
0,4,7,1.0068
0,4,8,1.01104
0,4,9,1.01103
0,4,10,1.01758
0,4,11,1.01728
0,4,12,1.0063
0,4,13,1.02929
0,4,14,1.00064
0,4,15,1.00612
0,4,16,1.01995
0,4,17,0
0,5,0,0
0,5,1,0
0,5,2,1.01258
0,5,3,1.00479
0,5,4,1.01553
0,5,5,1.04444
0,5,6,1.00725
0,5,7,1.00487
0,5,8,1.00507
0,5,9,1.01354
0,5,10,1.01449
0,5,11,1.00769
0,5,12,1.00332
0,5,13,1.00874
0,5,14,1.00295
0,5,15,1.00362
0,5,16,1.02296
0,5,17,0
1,0,0,0
1,0,1,0
1,0,2,1
1,0,3,1
1,0,4,1
1,0,5,1
1,0,6,1
1,0,7,1
1,0,8,1
1,0,9,1
1,0,10,1
1,0,11,1
1,0,12,1
1,0,13,1
1,0,14,1
1,0,15,1
1,0,16,1
1,0,17,0
1,1,0,0
1,1,1,0
1,1,2,1
1,1,3,1
1,1,4,1
1,1,5,1
1,1,6,1
1,1,7,1
1,1,8,1
1,1,9,1
1,1,10,1
1,1,11,1
1,1,12,1
1,1,13,1
1,1,14,1
1,1,15,1
1,1,16,1
1,1,17,0
1,2,0,0
1,2,1,0
1,2,2,1
1,2,3,1
1,2,4,1
1,2,5,1
1,2,6,1
1,2,7,1
1,2,8,1
1,2,9,1
1,2,10,1
1,2,11,1
1,2,12,1
1,2,13,1
1,2,14,1
1,2,15,1
1,2,16,1
1,2,17,0
1,3,0,0
1,3,1,0
1,3,2,1
1,3,3,1
1,3,4,1
1,3,5,1
1,3,6,1
1,3,7,1
1,3,8,1
1,3,9,1
1,3,10,1
1,3,11,1
1,3,12,1
1,3,13,1
1,3,14,1
1,3,15,1
1,3,16,1
1,3,17,0
1,4,0,0
1,4,1,0
1,4,2,1
1,4,3,1
1,4,4,1
1,4,5,1
1,4,6,1
1,4,7,1
1,4,8,1
1,4,9,1
1,4,10,1
1,4,11,1
1,4,12,1
1,4,13,1
1,4,14,1
1,4,15,1
1,4,16,1
1,4,17,0
1,5,0,0
1,5,1,0
1,5,2,1
1,5,3,1
1,5,4,1
1,5,5,1
1,5,6,1
1,5,7,1
1,5,8,1
1,5,9,1
1,5,10,1
1,5,11,1
1,5,12,1
1,5,13,1
1,5,14,1
1,5,15,1
1,5,16,1
1,5,17,0
2,0,0,0
2,0,1,0
2,0,2,1.03253
2,0,3,1
2,0,4,1.02871
2,0,5,1.04484
2,0,6,1.03894
2,0,7,1.01455
2,0,8,1.00888
2,0,9,1.02497
2,0,10,1.04034
2,0,11,1.02672
2,0,12,1.01712
2,0,13,1.02573
2,0,14,1.01091
2,0,15,1.01088
2,0,16,1.0143
2,0,17,0
2,1,0,0
2,1,1,0
2,1,2,1.01824
2,1,3,1.09703
2,1,4,1.04894
2,1,5,1.01123
2,1,6,1.01391
2,1,7,1.01139
2,1,8,1.00433
2,1,9,1.00704
2,1,10,1.00638
2,1,11,1.00626
2,1,12,1.01223
2,1,13,1.01361
2,1,14,1.02128
2,1,15,1.01858
2,1,16,1.1007
2,1,17,0
2,2,0,0
2,2,1,0
2,2,2,1.00793
2,2,3,1.01644
2,2,4,1.00968
2,2,5,1.01424
2,2,6,1.01173
2,2,7,1.01427
2,2,8,1.01071
2,2,9,1.02027
2,2,10,1.02688
2,2,11,1.00773
2,2,12,1.00846
2,2,13,1.00642
2,2,14,1.00433
2,2,15,1.00344
2,2,16,1.02438
2,2,17,0
2,3,0,0
2,3,1,0
2,3,2,1
2,3,3,1
2,3,4,1
2,3,5,1
2,3,6,1.02165
2,3,7,1.01908
2,3,8,1.01588
2,3,9,1.03421
2,3,10,1
2,3,11,1.06441
2,3,12,1.05377
2,3,13,1.02257
2,3,14,1.02006
2,3,15,1.03358
2,3,16,1.03527
2,3,17,0
2,4,0,0
2,4,1,0
2,4,2,1.03103
2,4,3,1.0176
2,4,4,1.024
2,4,5,1.00764
2,4,6,1.00154
2,4,7,1.00394
2,4,8,1.00705
2,4,9,1.00811
2,4,10,1.00499
2,4,11,1.00413
2,4,12,1.00522
2,4,13,1.01345
2,4,14,1.00185
2,4,15,1.00426
2,4,16,1.01091
2,4,17,0
2,5,0,0
2,5,1,0
2,5,2,1.02196
2,5,3,1.02954
2,5,4,1.02516
2,5,5,1.03418
2,5,6,1.01685
2,5,7,1.00688
2,5,8,1.00238
2,5,9,1.0036
2,5,10,1.01063
2,5,11,1.01728
2,5,12,1.02043
2,5,13,1.00891
2,5,14,1.00027
2,5,15,1.00757
2,5,16,1.05734
2,5,17,0
